facility_id,state,condition_name,measure_name,risk_tier,penalty_flag,readmission_rate,penalty_cost,risk_score,improvement_rate,excess_readmission_ratio,hospital_rank_in_state,recommended_action,priority_level
100176,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,105.59,5736.95,54.8,5.74,1.0574,45,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100176,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,117.86,18320.26,65.3,18.33,1.1833,20,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100176,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,105.59,5746.94,54.8,5.75,1.0575,40,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100177,FL,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,98.08,0.00,48.5,-1.75,0.9825,92,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100177,FL,COPD,READM-30-COPD-HRRP,LOW,f,94.98,0.00,45.9,-4.91,0.9509,135,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100177,FL,Heart Failure,READM-30-HF-HRRP,LOW,f,89.79,0.00,41.6,-10.08,0.8992,151,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100177,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,101.32,1719.09,51.4,1.72,1.0172,49,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100177,FL,Pneumonia,READM-30-PN-HRRP,LOW,f,90.22,0.00,42.0,-9.65,0.9035,151,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100179,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,101.82,1998.94,51.7,2.00,1.02,63,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100179,FL,CABG,READM-30-CABG-HRRP,MEDIUM,t,107.53,7715.90,56.4,7.72,1.0772,20,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100179,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,102.37,2488.68,52.1,2.49,1.0249,51,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100179,FL,Heart Failure,READM-30-HF-HRRP,LOW,f,99.84,0.00,50.0,-0.02,0.9998,102,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100179,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,102.18,2588.62,52.2,2.59,1.0259,45,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100179,FL,Pneumonia,READM-30-PN-HRRP,LOW,f,92.43,0.00,43.8,-7.43,0.9257,147,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100180,FL,COPD,READM-30-COPD-HRRP,LOW,f,99.38,0.00,49.6,-0.51,0.9949,91,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100180,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,103.21,3358.21,52.8,3.36,1.0336,69,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100180,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,104.14,4287.72,53.6,4.29,1.0429,51,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100181,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,101.50,1649.12,51.4,1.65,1.0165,83,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100181,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,101.48,1629.13,51.4,1.63,1.0163,74,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100183,FL,COPD,READM-30-COPD-HRRP,LOW,f,96.24,0.00,47.0,-3.65,0.9635,126,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100183,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,105.20,5347.16,54.5,5.35,1.0535,48,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100183,FL,Pneumonia,READM-30-PN-HRRP,LOW,f,96.07,0.00,46.8,-3.79,0.9621,119,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100187,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,100.33,509.73,50.4,0.51,1.0051,77,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100187,FL,COPD,READM-30-COPD-HRRP,LOW,f,98.06,0.00,48.5,-1.83,0.9817,105,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100187,FL,Heart Failure,READM-30-HF-HRRP,LOW,f,95.54,0.00,46.4,-4.32,0.9568,136,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100187,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,98.34,0.00,48.9,-1.27,0.9873,57,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100187,FL,Pneumonia,READM-30-PN-HRRP,LOW,f,94.91,0.00,45.9,-4.95,0.9505,133,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100189,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,102.26,2438.70,52.0,2.44,1.0244,61,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100189,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,107.28,7396.07,56.2,7.40,1.074,19,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100189,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,107.41,7555.98,56.3,7.56,1.0756,35,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100189,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,102.25,2398.72,52.0,2.40,1.024,66,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100191,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,115.18,15371.82,62.8,15.38,1.1538,6,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100191,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,105.15,5267.20,54.4,5.27,1.0527,26,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100191,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,105.55,5696.97,54.8,5.70,1.057,46,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100191,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,135.77,36290.70,80.3,36.31,1.3631,5,URGENT: Strengthen post-surgical care coordination. Add physical therapy follow-up within 5 days.,1
100191,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,103.79,3937.91,53.3,3.94,1.0394,55,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100200,FL,COPD,READM-30-COPD-HRRP,LOW,f,98.72,0.00,49.0,-1.17,0.9883,100,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100200,FL,Heart Failure,READM-30-HF-HRRP,LOW,f,96.89,0.00,47.5,-2.97,0.9703,127,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100200,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,106.53,6686.44,55.6,6.69,1.0669,36,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100204,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,103.90,4077.83,53.4,4.08,1.0408,48,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100204,FL,CABG,READM-30-CABG-HRRP,LOW,f,98.11,0.00,48.6,-1.71,0.9829,40,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100204,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,105.04,5157.26,54.3,5.16,1.0516,28,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100204,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,99.87,9.99,50.0,0.01,1.0001,101,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100204,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,87.85,0.00,40.2,-11.80,0.882,89,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100204,FL,Pneumonia,READM-30-PN-HRRP,LOW,f,99.66,0.00,49.8,-0.19,0.9981,87,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100206,FL,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,99.26,0.00,49.5,-0.57,0.9943,86,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100206,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,102.91,3028.39,52.5,3.03,1.0303,45,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100206,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,107.56,7705.90,56.4,7.71,1.0771,34,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100206,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,104.32,4477.62,53.7,4.48,1.0448,49,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100209,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,114.29,14482.30,62.1,14.49,1.1449,8,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100209,FL,COPD,READM-30-COPD-HRRP,LOW,f,97.85,0.00,48.3,-2.04,0.9796,110,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100209,FL,Heart Failure,READM-30-HF-HRRP,LOW,f,94.01,0.00,45.1,-5.85,0.9415,140,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100209,FL,Pneumonia,READM-30-PN-HRRP,LOW,f,99.39,0.00,49.6,-0.46,0.9954,89,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100211,FL,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,95.62,0.00,46.5,-4.21,0.9579,108,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100211,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,107.40,7516.00,56.3,7.52,1.0752,17,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100211,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,103.66,3807.97,53.2,3.81,1.0381,65,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100211,FL,Pneumonia,READM-30-PN-HRRP,LOW,f,84.99,0.00,37.6,-14.88,0.8512,159,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100212,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,116.14,16331.31,63.6,16.34,1.1634,5,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100212,FL,CABG,READM-30-CABG-HRRP,MEDIUM,t,105.29,5477.09,54.6,5.48,1.0548,25,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100212,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,101.27,1379.27,51.2,1.38,1.0138,65,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100212,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,111.93,12083.57,60.1,12.09,1.1209,10,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100212,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,97.26,0.00,48.0,-2.35,0.9765,60,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100212,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,111.83,11993.62,60.0,12.00,1.12,17,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100213,FL,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,98.18,0.00,48.6,-1.65,0.9835,91,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100213,FL,CABG,READM-30-CABG-HRRP,HIGH,t,122.11,22318.13,68.6,22.33,1.2233,2,URGENT: Implement cardiac rehab referral at discharge. Schedule cardiology follow-up within 7 days.,1
100213,FL,COPD,READM-30-COPD-HRRP,LOW,f,97.70,0.00,48.2,-2.19,0.9781,112,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100213,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,102.86,3008.40,52.5,3.01,1.0301,73,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100213,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,84.36,0.00,37.3,-15.30,0.847,92,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100213,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,111.23,11393.94,59.5,11.40,1.114,21,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100217,FL,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,89.82,0.00,41.7,-10.02,0.8998,122,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100217,FL,COPD,READM-30-COPD-HRRP,LOW,f,97.47,0.00,48.0,-2.42,0.9758,115,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100217,FL,Heart Failure,READM-30-HF-HRRP,LOW,f,93.30,0.00,44.5,-6.57,0.9343,142,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100217,FL,Pneumonia,READM-30-PN-HRRP,LOW,f,99.66,0.00,49.8,-0.19,0.9981,87,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100220,FL,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,97.51,0.00,48.1,-2.32,0.9768,95,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100220,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,104.19,4307.71,53.6,4.31,1.0431,36,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100220,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,100.72,859.54,50.7,0.86,1.0086,93,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100220,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,96.57,0.00,47.5,-3.05,0.9695,67,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100220,FL,Pneumonia,READM-30-PN-HRRP,LOW,f,88.97,0.00,40.9,-10.90,0.891,154,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100223,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,108.61,8795.32,57.3,8.80,1.088,22,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100223,FL,CABG,READM-30-CABG-HRRP,MEDIUM,t,113.58,13772.67,61.5,13.78,1.1378,9,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100223,FL,COPD,READM-30-COPD-HRRP,LOW,f,99.50,0.00,49.7,-0.39,0.9961,88,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100223,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,113.70,13852.63,61.6,13.86,1.1386,8,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100223,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,103.15,3558.11,53.0,3.56,1.0356,44,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100223,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,111.44,11603.83,59.7,11.61,1.1161,20,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100224,FL,COPD,READM-30-COPD-HRRP,LOW,f,99.84,0.00,50.0,-0.05,0.9995,82,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100224,FL,Heart Failure,READM-30-HF-HRRP,HIGH,t,119.96,20119.30,66.8,20.13,1.2013,3,URGENT: Implement structured 7-day post-discharge phone follow-up. Studies show 20-25% readmission reduction.,1
100224,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,104.09,4497.61,53.8,4.50,1.045,41,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100224,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,104.41,4567.57,53.8,4.57,1.0457,48,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100226,FL,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,94.71,0.00,45.7,-5.12,0.9488,112,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100226,FL,CABG,READM-30-CABG-HRRP,MEDIUM,t,100.86,1039.45,50.9,1.04,1.0104,34,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100226,FL,COPD,READM-30-COPD-HRRP,LOW,f,98.06,0.00,48.5,-1.83,0.9817,105,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100226,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,104.94,5087.29,54.2,5.09,1.0509,51,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100226,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,137.78,38309.62,81.9,38.33,1.3833,4,URGENT: Strengthen post-surgical care coordination. Add physical therapy follow-up within 5 days.,1
100226,FL,Pneumonia,READM-30-PN-HRRP,LOW,f,88.25,0.00,40.3,-11.62,0.8838,155,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100228,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,107.03,7216.16,56.0,7.22,1.0722,28,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100228,FL,CABG,READM-30-CABG-HRRP,LOW,f,99.82,0.00,50.0,0.00,1,35,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100228,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,102.61,2728.55,52.3,2.73,1.0273,48,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100228,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,100.94,1089.42,50.9,1.09,1.0109,91,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100228,FL,Pneumonia,READM-30-PN-HRRP,LOW,f,96.44,0.00,47.2,-3.42,0.9658,113,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100230,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,104.31,4427.64,53.7,4.43,1.0443,34,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100230,FL,Heart Failure,READM-30-HF-HRRP,LOW,f,97.47,0.00,48.0,-2.39,0.9761,123,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100230,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,101.21,1359.28,51.1,1.36,1.0136,75,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100231,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,110.62,10804.25,59.0,10.81,1.1081,13,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100231,FL,CABG,READM-30-CABG-HRRP,MEDIUM,t,104.65,4837.43,54.0,4.84,1.0484,26,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100231,FL,COPD,READM-30-COPD-HRRP,LOW,f,98.11,0.00,48.5,-1.78,0.9822,104,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100231,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,101.76,1908.98,51.6,1.91,1.0191,81,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100231,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,101.00,1399.26,51.2,1.40,1.014,50,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100231,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,108.49,8645.40,57.2,8.65,1.0865,28,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100232,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,104.78,4957.36,54.1,4.96,1.0496,45,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100232,FL,COPD,READM-30-COPD-HRRP,LOW,f,96.53,0.00,47.2,-3.36,0.9664,125,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100232,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,103.82,3967.89,53.3,3.97,1.0397,63,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100232,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,118.99,19449.65,66.2,19.46,1.1946,19,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100232,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,102.07,2218.82,51.9,2.22,1.0222,67,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100236,FL,CABG,READM-30-CABG-HRRP,MEDIUM,t,109.49,9684.85,58.1,9.69,1.0969,18,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100236,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,101.87,1988.94,51.7,1.99,1.0199,56,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100236,FL,Heart Failure,READM-30-HF-HRRP,LOW,f,99.18,0.00,49.4,-0.68,0.9932,107,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100236,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,90.94,0.00,42.8,-8.70,0.913,82,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100236,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,115.02,15181.92,62.7,15.19,1.1519,10,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100236,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,110.79,10974.16,59.2,10.98,1.1098,12,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100238,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,106.67,6856.35,55.7,6.86,1.0686,31,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100238,FL,CABG,READM-30-CABG-HRRP,MEDIUM,t,112.04,12233.49,60.2,12.24,1.1224,12,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100238,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,115.97,16091.44,63.4,16.10,1.161,1,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100238,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,109.69,9844.76,58.2,9.85,1.0985,23,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100238,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,120.44,20908.88,67.4,20.92,1.2092,16,URGENT: Strengthen post-surgical care coordination. Add physical therapy follow-up within 5 days.,1
100238,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,115.45,15611.70,63.0,15.62,1.1562,5,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100242,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,104.67,4847.42,54.0,4.85,1.0485,46,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100242,FL,COPD,READM-30-COPD-HRRP,LOW,f,98.77,0.00,49.1,-1.12,0.9888,99,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100242,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,100.42,559.70,50.5,0.56,1.0056,96,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100242,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,121.67,22138.22,68.5,22.15,1.2215,14,URGENT: Strengthen post-surgical care coordination. Add physical therapy follow-up within 5 days.,1
100242,FL,Pneumonia,READM-30-PN-HRRP,LOW,f,97.67,0.00,48.2,-2.18,0.9782,105,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100243,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,102.34,2518.66,52.1,2.52,1.0252,60,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100243,FL,CABG,READM-30-CABG-HRRP,MEDIUM,t,106.25,6436.58,55.4,6.44,1.0644,24,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100243,FL,COPD,READM-30-COPD-HRRP,LOW,f,94.92,0.00,45.9,-4.97,0.9503,136,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100243,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,105.13,5277.19,54.4,5.28,1.0528,50,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100243,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,97.09,0.00,47.9,-2.52,0.9748,62,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100243,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,111.63,11793.73,59.8,11.80,1.118,19,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100244,FL,COPD,READM-30-COPD-HRRP,LOW,f,92.29,0.00,43.7,-7.61,0.9239,145,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100244,FL,Heart Failure,READM-30-HF-HRRP,LOW,f,98.46,0.00,48.8,-1.40,0.986,117,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100244,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,124.19,24666.88,70.6,24.68,1.2468,12,URGENT: Strengthen post-surgical care coordination. Add physical therapy follow-up within 5 days.,1
100244,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,100.16,309.84,50.3,0.31,1.0031,82,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100246,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,105.91,6096.76,55.1,6.10,1.061,37,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
